,gush_number,lat_lon,restaurant_number
581,2728,"31.719938520127464,34.780314156854885",29
582,2553,"31.75155260785155,34.75753330781998",40
583,2712,"31.74233065841104,34.782510689931804",25
584,2713,"31.736730093304452,34.79027574088422",9
585,2733,"31.71285086170416,34.76494712596966",36
586,2732,"31.71409439396221,34.771866206563864",36
587,521,"31.722508736378213,34.79786619893343",2
588,520,"31.718362202300188,34.79541792542321",3
589,2739,"31.702136303312468,34.752657759838236",35
590,14355,"33.076440442707444,35.522229561942474",6
591,14366,"33.074311318159964,35.54513486356206",4
592,14237,"33.058299057614114,35.39996514753251",14
593,14351,"33.074168163965524,35.4989127757957",10
594,14224,"33.02700884140456,35.394188779882896",3
595,14227,"33.02109404227615,35.39694684525358",1
596,19505,"32.96942410871462,35.376337306690786",34
597,14135,"33.01060999666632,35.40900221093103",8
598,19113,"33.036250985602436,35.24641476950879",54
599,19464,"33.02108960837635,35.34423178292575",21
600,14236,"33.05050488425126,35.396530635349166",7
601,13260,"32.99783709846758,35.44771007385658",22
602,14014,"33.218715994092314,35.55191860026282",60
603,14214,"33.0196752332492,35.391740274220986",2
604,2217,"31.763978652019823,34.796110719916854",11
605,2392,"31.746329708254088,34.78225918095968",28
606,14225,"33.03215492501125,35.37793324633299",18
607,11276,"32.583554768822346,34.940787446709656",60
608,13445,"33.241990014348104,35.57505204670192",17
609,1163,"31.65150244189904,34.60760155957813",60
610,2564,"31.651404624723675,34.612547254467096",60
611,2912,"31.701747886282202,34.72650821027423",32
612,10664,"32.467635361593324,34.92478716675804",58
613,2541,"31.74333762184358,34.718534850720104",27
614,3864,"31.828688404175725,34.796399299797805",32
615,14250,"33.06448363220026,35.46454280767867",14
616,14211,"33.05630096867438,35.38489734721971",14
617,3074,"31.67909723256391,34.66333991171154",3
618,14219,"33.03786330438521,35.38491087975845",8
619,15483,"32.695693509742604,35.49764228705085",6
620,14217,"33.046162594396954,35.3830059858442",8
621,14223,"33.02794500849994,35.38818233512847",5
622,14218,"33.038192780346314,35.37068932516851",18
623,2862,"31.67118063576503,34.71146260300518",5
624,20521,"32.48878807559357,35.13174586888565",26
625,3811,"31.846455717445867,34.82528745130196",36
626,14151,"32.967056710375644,35.59457791501014",6
627,10158,"32.8097162133587,35.116765633317705",59
628,5489,"32.09520330321224,34.96247755128869",60
629,20314,"32.5437162145646,35.15568188639177",60
630,15288,"32.776530613567495,35.51121316257394",60
631,3979,"31.963681589556334,34.89879026390876",60
632,3981,"31.962185183544438,34.89601991736918",60
633,3812,"31.836241624930995,34.83618750022293",36
634,3866,"31.831190272863605,34.7850849259359",34
635,11013,"32.80799594421091,35.11011884993458",60
636,3867,"31.831366380453375,34.78067830314213",35
637,3865,"31.829314892884298,34.79008020320512",32
638,5001,"31.827658975526894,34.76656275517101",36
639,3868,"31.831273863854715,34.77424476886115",33
640,6852,"31.999771709927202,34.947412361931164",30
641,1081,"31.70016824433971,34.71354552921782",10
642,388,"31.68772698329424,34.590329775558835",60
643,16942,"32.71204010576906,35.36230476772838",19
644,16933,"32.7070943826121,35.35105158492233",49
645,14254,"33.054044682215995,35.4089450167711",7
646,8980,"32.38797861358205,34.882576972461344",35
647,14235,"33.05062104841507,35.4072087765733",7
648,3041,"31.680223050556677,34.5881582571676",60
649,10624,"32.50570150882286,34.90174685830985",52
650,10623,"32.50572430619152,34.896098317910806",47
651,14233,"33.051608419839454,35.42077893935269",9
652,14231,"33.04453446915639,35.41736162638811",19
653,1203,"31.683067348140185,34.588709963793065",60
654,16945,"32.717093281682594,35.37327106508343",16
655,16943,"32.71491188556611,35.367489278382926",25
656,16550,"32.70094593865304,35.34177751979279",53
657,16570,"32.70189778734142,35.29613304844961",60
658,1403,"31.62316110620945,34.68235898184736",8
659,14234,"33.05035788228871,35.4091543024534",9
660,16574,"32.70372441975213,35.2981006073348",60
661,14238,"33.059976419820124,35.415484644615276",7
662,3991,"31.9648505853494,34.89590557704748",60
663,18804,"33.02158375191743,35.26025255424366",60
664,34336,"31.68609776282249,34.920084781562004",12
665,4652,"31.90273703431949,34.952227013597806",27
666,17391,"32.74878266709691,35.33664588854035",40
667,17390,"32.74586387979403,35.33458036621695",40
668,15434,"32.72976445623588,35.50456025551882",5
669,17347,"32.7318490831752,35.53314738835118",13
670,17348,"32.73137738188951,35.51768605397052",11
671,15433,"32.7361867816755,35.5115667873614",1
672,17285,"32.69720213419699,35.50427223051219",6
673,3072,"31.683892147426338,34.66011612758184",5
674,2771,"31.712761898215017,34.6531595218042",3
675,2686,"31.693556508867495,34.64685746932339",6
676,1086,"31.69085486639738,34.656258671448505",6
677,2773,"31.712805369699733,34.66810216939062",3
678,3071,"31.692532323301176,34.665892048684626",1
679,2779,"31.69939579617366,34.65491519641326",2
680,11563,"32.827230128916234,35.073052727931575",60
681,1370,"31.615493052349667,34.63308787727339",3
682,1369,"31.613102730955905,34.63273865560048",3
683,13161,"33.212719521038665,35.572334305491665",60
684,14019,"33.210924401994795,35.552362762995884",60
685,15191,"32.74906852346421,35.64984293174326",1
686,15192,"32.748352252969426,35.64062715865165",1
687,15197,"32.74156502028916,35.64426348595022",1
688,17139,"32.72982751025087,35.03165395557147",44
689,17393,"32.74175277387063,35.337709961866935",45
690,12274,"32.73759488183256,35.01181717659876",7
691,10464,"32.75255395885141,35.129769748569736",16
692,11135,"32.754092458443225,35.09229008857884",5
693,11142,"32.74817977938739,35.09004623023972",23
694,11128,"32.74460715276573,35.096498523089224",16
695,11141,"32.74457723029855,35.092579587219106",27
696,13139,"33.203801938653335,35.576475253220885",60
697,15277,"32.740477826176104,35.51825175756757",10
698,11133,"32.7421001202149,35.10253929838905",20
699,11164,"32.7566856851003,35.05833618740893",37
700,5651,"31.91537370051218,35.033852702540706",59
701,5649,"31.918308794625787,35.029464834292206",60
702,7175,"32.017689325685446,34.772127190537326",60
703,17552,"32.79953330504468,35.38158704364826",15
704,17759,"32.80315051176468,35.38298526417564",12
705,4654,"31.906812014555932,34.955168911962495",27
706,13545,"33.20137788219634,35.64478579250023",23
707,13338,"33.20208827188848,35.65768434363612",10
708,13546,"33.19398323140797,35.65716608135711",5
709,13355,"33.18789447876056,35.615237414743504",6
710,13356,"33.185833158210514,35.62208689022233",6
711,13493,"33.18039538952659,35.60671480948262",13
712,13416,"33.1785144833896,35.620564580544155",6
713,13415,"33.17300915020872,35.6287547388498",7
714,13417,"33.1638356767703,35.619455116011174",4
715,13492,"33.17176247483363,35.609864733955476",8
716,14284,"33.07268778324606,35.4644457540858",13
717,14091,"33.04012749988678,35.436177534898725",21
718,14092,"33.037893737826955,35.43642273427053",21
719,14126,"33.03544365506702,35.43281703811043",21
720,13418,"33.151772556135434,35.621174835735765",4
721,13314,"33.145115964599604,35.636389285572626",3
722,14396,"33.09982776897971,35.52030891306593",2
723,14392,"33.10417276189092,35.51121509829886",5
724,14395,"33.09807814203757,35.5105497678247",2
725,14394,"33.09496230771669,35.508048212891175",0
726,13313,"33.14700710045374,35.61482057885895",3
727,13312,"33.14733707621326,35.62226804772644",3
728,14397,"33.09186250059941,35.51848495579688",0
729,13299,"33.14050906902123,35.646299897092305",2
730,14390,"33.11172395057016,35.50953047089591",5
731,14398,"33.087668241933926,35.50290996216985",2
732,14280,"33.08016809370839,35.445771469847486",6
733,13048,"33.017040193015,35.618111807006954",4
734,14393,"33.10782037088785,35.52061672835228",8
735,14288,"33.074744602267316,35.45403290108844",11
736,14285,"33.07587326177332,35.47598116823959",11
737,14281,"33.07285756397917,35.45293445505608",8
738,5650,"31.919232595984866,35.0331892908111",56
739,7239,"32.031192410780776,34.86034641401549",60
740,5636,"31.920422093919807,35.028606694285514",60
741,5597,"31.93666397930506,35.00077680338007",19
742,5592,"31.93712874779835,34.99102178103842",16
743,5600,"31.933733136883454,34.98869014911598",28
744,29713,"31.848579988109456,35.080797399250905",4
745,3045,"31.678534199488244,34.585108020866485",60
746,3047,"31.67651384831048,34.58488439690255",60
747,15518,"32.83514437000147,35.50283425901965",15
748,5150,"31.937215966034547,34.8791226896391",60
749,13125,"33.20419979463604,35.60400910246612",60
750,13124,"33.196238303059594,35.605839712662096",31
751,7187,"31.984713431954127,34.8577795599546",22
752,11720,"32.79653116298384,35.01526694420404",60
753,5288,"31.895243642979256,35.03093846691241",60
754,5689,"31.90333566217274,35.02210517818314",60
755,8226,"32.383944935601214,34.995486248464516",4
756,5647,"31.901708877445458,35.0332362699694",57
757,12497,"32.7978672952669,35.01174338765476",60
758,12483,"32.79883824202201,35.012438664687636",60
759,5648,"31.90980734930819,35.03374295831529",60
760,3044,"31.67844799023484,34.587891517219774",60
761,3048,"31.677523862038257,34.582969826609194",60
762,3042,"31.680143707962642,34.58494612967458",60
763,8325,"32.36049842727658,34.86294596798442",31
764,8563,"32.37418494093968,34.998031661781866",9
765,2518,"31.666906749343717,34.5959594836821",60
766,10895,"32.81572593942049,35.03099898735837",60
767,8722,"32.326936709029624,35.01508738106553",40
768,14365,"33.07157406146537,35.55366067572214",8
769,14361,"33.081305466320416,35.55185269181689",0
770,18415,"33.00923176527428,35.24251570767911",59
771,19899,"33.010410421090604,35.234038900024494",51
772,18414,"32.998834091839655,35.23960888979898",60
773,13458,"33.13727153484043,35.61429040511873",2
774,13459,"33.13201423929918,35.62371547466073",2
775,14364,"33.070932222243094,35.56341805622607",8
776,14362,"33.08183799951088,35.56564606405667",1
777,13645,"33.083729775075554,35.57367205966446",3
778,13647,"33.085105532416335,35.57316080234531",5
779,13024,"33.08544126464324,35.59021642866664",7
780,13021,"33.08945072661878,35.58847039225904",12
781,18418,"33.008136704412884,35.23311506216891",48
782,14149,"32.966915978821255,35.58978898109521",7
783,4993,"31.840328435080043,34.75556614169416",39
784,14239,"33.0604963608356,35.424688010816816",6
785,14253,"33.072051011486366,35.438841666696234",6
786,14240,"33.05816318948345,35.43296478065106",6
787,14241,"33.05340784087925,35.429969701984454",7
788,14252,"33.0675638663688,35.45116089454488",7
789,14245,"33.054124532880444,35.439789792232",7
790,8725,"32.33168812611842,35.01204398100239",38
791,8723,"32.3274042661803,35.01259929593199",40
792,8727,"32.33563167075568,35.011162027792665",39
793,8077,"32.33301073372357,35.009485411978",38
794,13931,"32.922484846769926,35.52970661793397",9
795,11095,"32.65760938450781,35.115306586338626",47
796,3051,"31.6750324560422,34.58271729552639",60
797,14242,"33.04750141747872,35.42898801783386",19
798,14244,"33.04526002031281,35.43908652867275",20
799,14251,"33.06484301547036,35.45519439203747",14
800,5333,"31.87057196192014,35.01206830325352",30
801,5334,"31.871570238717563,35.01688149954992",38
802,8342,"32.37408595787929,34.87859705371716",37
803,8341,"32.373040408200744,34.872719642248704",28
804,9068,"32.375611652600725,34.87357609344374",32
805,8173,"32.32180532980227,35.01652213091296",40
806,8729,"32.33935808396092,35.01106891616047",34
807,14248,"33.05081617972748,35.45109529059453",11
808,17528,"32.712826378630616,35.32765434646026",60
809,17731,"32.71064390384575,35.32490117585458",60
810,5782,"31.87236522313349,35.00777479771697",40
811,5322,"31.876199170724597,35.01541807388206",55
812,5323,"31.876212303329595,35.02165719969135",54
813,13343,"33.19495818647342,35.661233734395154",4
814,13344,"33.1867419475669,35.657345820742506",5
815,13339,"33.2101072649707,35.65979467767602",9
816,13345,"33.18010984031484,35.658795242289166",3
817,3052,"31.675226259796876,34.581195025234685",60
818,13802,"33.004450451668205,35.626898567227805",3
819,14243,"33.04098293990931,35.42905239996479",21
820,16946,"32.69157176322336,35.33551972393335",60
821,5306,"31.876745552678567,35.00518115115123",50
822,5320,"31.875315376443844,35.01137959333323",56
823,10781,"32.78732914456953,34.987615058999396",60
824,14249,"33.05619624876576,35.4615922837286",13
825,13469,"33.00662809048972,35.60249762965918",2
826,19528,"32.9676794809549,35.40411204475527",33
827,4215,"31.835955589307982,34.89789560735232",7
828,5555,"31.946116657809636,34.94550369431581",12
829,5559,"31.94403351342296,34.95381588802643",10
830,2258,"31.522776774510763,34.6288390236152",20
831,2257,"31.526871746954825,34.628334198789226",24
832,2127,"31.533721774706358,34.62924555940208",27
833,2131,"31.535163549937746,34.63922004936945",11
834,10483,"32.77191481725239,35.18369985631575",14
835,4212,"31.843836503835707,34.91051758442143",5
836,4098,"31.850964120161226,34.91485722890432",8
837,4097,"31.85019051242887,34.90703535679221",6
838,2126,"31.533546149602056,34.61542493185147",50
839,2125,"31.533857994409512,34.621670326663924",49
840,2124,"31.540003313946112,34.62260570294637",47
841,4104,"31.857082868127137,34.916661694981045",9
842,4099,"31.856135347838787,34.92027957219483",10
843,2174,"31.571903342020658,34.647891263877106",2
844,2129,"31.542176103926224,34.631885648603955",15
845,4082,"31.860388610867044,34.92392241335657",9
846,2181,"31.579855110215856,34.63046743025278",5
847,2185,"31.576683631050493,34.63665878819131",2
848,2180,"31.57127005417859,34.638578546388125",2
849,2123,"31.5462856740821,34.62642070622852",40
850,2176,"31.57189390791303,34.644311813941144",2
851,1478,"31.64454645472253,34.56728369201709",60
852,1930,"31.656496466606043,34.568155870332795",60
853,1726,"31.64495807449367,34.562079568051296",60
854,5562,"31.94040033254485,34.96417281658066",11
855,4463,"31.939591265076075,34.944849523975186",9
856,1477,"31.652285499391276,34.56982238182819",60
857,4039,"32.03728261906379,34.955246729440994",19
858,10340,"32.761680691959164,35.198601327566465",15
859,4094,"31.855615633930647,34.89606135744015",6
860,4211,"31.844367020730623,34.90381824540819",6
861,4776,"31.893190312415886,34.892365908037064",7
862,4214,"31.83686757774475,34.90988264623467",5
863,4219,"31.841504846207805,34.90453344504445",6
864,8348,"32.37948179987199,34.87936059972856",35
865,5438,"31.893539396581893,34.88094343215861",7
866,5439,"31.880029233579506,34.87830153984928",6
867,10321,"32.77069159373314,35.18957414733737",16
868,2259,"31.51808124418024,34.62878588940047",23
869,10341,"32.76142263573085,35.19171537641006",17
870,6828,"32.00562463465451,34.934087063418424",32
871,19521,"32.96848759492259,35.39137343526001",33
872,15751,"32.72241493697128,35.441176613249446",16
873,3910,"31.812700729054175,34.84720865435251",4
874,5676,"32.0279595874805,34.999248388216124",1
875,5679,"32.0220601164721,34.99873492301363",1
876,2695,"31.6618458794093,34.646930117196504",7
877,2691,"31.663841397187177,34.63576556018432",11
878,4814,"31.978683804899802,34.963807151068146",20
879,4796,"31.980227307334808,34.9666488215244",20
880,5534,"31.977739861084117,34.98003933700727",19
881,5582,"31.97061281107942,34.98023734613654",6
882,4137,"31.97120078271997,34.94882232982553",11
883,4145,"31.968143442152947,34.95452334784415",6
884,4152,"31.96323946011241,34.95204798079524",5
885,4369,"31.908362568534002,34.85713293568453",56
886,4411,"31.9006660402779,34.85858365827641",34
887,4371,"31.90464712586669,34.86051815656677",46
888,4819,"31.974806468248822,34.96595732255804",12
